Region,Major RGI region,Mountain range region,Country,Glacier,RGI glacier ID,Lake name,Lake type,Longitude,Latitude,River,Outburst mechanism
NW North America,Alaska,St Elias Mtns,USA,Agassiz Glacier,RGI60-01.23649,n620,ice,-140.9887262,60.12362097,,
NW North America,Alaska,St Elias Mtns,USA,Agassiz Glacier,RGI60-01.23649,n620,ice,-140.9887262,60.12362097,,
NW North America,Alaska,St Elias Mtns,USA,Agassiz Glacier,RGI60-01.23649,n620,ice,-140.9887262,60.12362097,,
NW North America,Alaska,St Elias Mtns,USA,Agassiz Glacier,RGI60-01.23649,n620,ice,-140.9887262,60.12362097,,
NW North America,Alaska,St Elias Mtns,USA,Agassiz Glacier,RGI60-01.23649,n620,ice,-140.9887262,60.12362097,,
NW North America,Alaska,St Elias Mtns,USA,Agassiz Glacier,RGI60-01.23649,n620,ice,-140.9887262,60.12362097,,
NW North America,Alaska,St Elias Mtns,USA,Agassiz Glacier,RGI60-01.23649,n620,ice,-140.9887262,60.12362097,,
NW North America,Alaska,St Elias Mtns,USA,Agassiz Glacier,RGI60-01.23649,n620,ice,-140.9887262,60.12362097,,
NW North America,Alaska,St Elias Mtns,USA,Agassiz Glacier,RGI60-01.23649,n620,ice,-140.9887262,60.12362097,,
NW North America,Alaska,St Elias Mtns,USA,Agassiz Glacier,RGI60-01.23649,n620,ice,-140.9887262,60.12362097,,
NW North America,Alaska,St Elias Mtns,USA,Agassiz Glacier,RGI60-01.23649,n620,ice,-140.9887262,60.12362097,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,Oily Lake,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,Oily Lake,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,Oily Lake,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,Oily Lake,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,Oily Lake,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,Oily Lake,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,Oily Lake,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,Oily Lake,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,Oily Lake,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,Oily Lake,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,Oily Lake,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,Oily Lake,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,Oily Lake,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,Oily Lake,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,Oily Lake,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,Oily Lake,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,Oily Lake,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,Oily Lake,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,Oily Lake,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,Oily Lake,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,Oily Lake,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,Oily Lake,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,Oily Lake,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,n622,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,n622,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,n622,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,n622,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,n622,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,n622,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,n622,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,n622,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,n622,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,n622,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,n622,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,n622,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,n622,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,n622,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,n622,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,n622,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,n622,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,n622,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,n622,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,n622,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,n622,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,n622,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,USA,Seward Glacier,RGI60-01.13696,n622,ice,-140.2702173,60.04360878,,
NW North America,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,RGI60-01.16201,Kaskawulsh Lake,ice,-139.135408,60.778189,,
NW North America,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,RGI60-01.16201,Kaskawulsh Lake,ice,-139.135408,60.778189,,
NW North America,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,RGI60-01.16201,Kaskawulsh Lake,ice,-139.135408,60.778189,,
NW North America,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,RGI60-01.16201,Kaskawulsh Lake,ice,-139.135408,60.778189,,
NW North America,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,RGI60-01.16201,Kaskawulsh Lake,ice,-139.135408,60.778189,,
NW North America,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,RGI60-01.16201,Kaskawulsh Lake,ice,-139.135408,60.778189,,
NW North America,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,RGI60-01.16201,Kaskawulsh Lake,ice,-139.135408,60.778189,,
NW North America,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,RGI60-01.16201,Kaskawulsh Lake,ice,-139.135408,60.778189,,
NW North America,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,RGI60-01.16201,Kaskawulsh Lake,ice,-139.135408,60.778189,,
NW North America,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,RGI60-01.16201,Kaskawulsh Lake,ice,-139.135408,60.778189,,
NW North America,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,RGI60-01.16201,Kaskawulsh Lake,ice,-139.135408,60.778189,,
NW North America,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,RGI60-01.16201,Kaskawulsh Lake,ice,-139.135408,60.778189,,
NW North America,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,RGI60-01.16201,Kaskawulsh Lake,ice,-139.135408,60.778189,,
NW North America,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,RGI60-01.16201,Kaskawulsh Lake,ice,-139.135408,60.778189,,
NW North America,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,RGI60-01.16201,Kaskawulsh Lake,ice,-139.135408,60.778189,,
NW North America,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,RGI60-01.16201,Kaskawulsh Lake,ice,-139.135408,60.778189,,
NW North America,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,RGI60-01.16201,Kaskawulsh Lake,ice,-139.135408,60.778189,,
NW North America,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,RGI60-01.16201,Kaskawulsh Lake,ice,-139.135408,60.778189,,
NW North America,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,RGI60-01.16201,Kaskawulsh Lake,ice,-139.135408,60.778189,,
NW North America,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,RGI60-01.16201,Kaskawulsh Lake,ice,-139.135408,60.778189,,
NW North America,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,RGI60-01.16201,Kaskawulsh Lake,ice,-139.135408,60.778189,,
NW North America,Alaska,St Elias Mtns,Canada,Kaskawulsh Glacier,RGI60-01.16201,Kaskawulsh Lake,ice,-139.135408,60.778189,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n634,ice,-138.7880128,59.77207498,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n634,ice,-138.7880128,59.77207498,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n634,ice,-138.7880128,59.77207498,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n634,ice,-138.7880128,59.77207498,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n634,ice,-138.7880128,59.77207498,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n634,ice,-138.7880128,59.77207498,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n634,ice,-138.7880128,59.77207498,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n634,ice,-138.7880128,59.77207498,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n634,ice,-138.7880128,59.77207498,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n634,ice,-138.7880128,59.77207498,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n634,ice,-138.7880128,59.77207498,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n634,ice,-138.7880128,59.77207498,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n634,ice,-138.7880128,59.77207498,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n634,ice,-138.7880128,59.77207498,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n634,ice,-138.7880128,59.77207498,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n634,ice,-138.7880128,59.77207498,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n634,ice,-138.7880128,59.77207498,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n634,ice,-138.7880128,59.77207498,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n634,ice,-138.7880128,59.77207498,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n634,ice,-138.7880128,59.77207498,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n634,ice,-138.7880128,59.77207498,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n634,ice,-138.7880128,59.77207498,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n634,ice,-138.7880128,59.77207498,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n635,ice,-138.7426913,59.77083068,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n642,ice,-138.7747087,59.76193019,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n642,ice,-138.7747087,59.76193019,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n642,ice,-138.7747087,59.76193019,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n642,ice,-138.7747087,59.76193019,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n642,ice,-138.7747087,59.76193019,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n642,ice,-138.7747087,59.76193019,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n642,ice,-138.7747087,59.76193019,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n642,ice,-138.7747087,59.76193019,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n642,ice,-138.7747087,59.76193019,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n642,ice,-138.7747087,59.76193019,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n642,ice,-138.7747087,59.76193019,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n642,ice,-138.7747087,59.76193019,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n642,ice,-138.7747087,59.76193019,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n642,ice,-138.7747087,59.76193019,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n642,ice,-138.7747087,59.76193019,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n642,ice,-138.7747087,59.76193019,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n642,ice,-138.7747087,59.76193019,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n642,ice,-138.7747087,59.76193019,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n642,ice,-138.7747087,59.76193019,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n642,ice,-138.7747087,59.76193019,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n642,ice,-138.7747087,59.76193019,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n642,ice,-138.7747087,59.76193019,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n642,ice,-138.7747087,59.76193019,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Nunatak Glacier,RGI60-01.26735,n643,ice,-138.7587958,59.77900637,,
NW North America,Alaska,St Elias Mtns,USA,East Yakutat Glacier,RGI60-01.12645,PM28,ice,-138.5351892,59.5602248,,
NW North America,Alaska,St Elias Mtns,USA,East Yakutat Glacier,RGI60-01.12645,PM28,ice,-138.5351892,59.5602248,,
NW North America,Alaska,St Elias Mtns,USA,East Yakutat Glacier,RGI60-01.12645,PM28,ice,-138.5351892,59.5602248,,
NW North America,Alaska,St Elias Mtns,USA,East Yakutat Glacier,RGI60-01.12645,PM28,ice,-138.5351892,59.5602248,,
NW North America,Alaska,St Elias Mtns,USA,East Yakutat Glacier,RGI60-01.12645,PM28,ice,-138.5351892,59.5602248,,
NW North America,Alaska,St Elias Mtns,USA,East Yakutat Glacier,RGI60-01.12645,PM28,ice,-138.5351892,59.5602248,,
NW North America,Alaska,St Elias Mtns,USA,East Yakutat Glacier,RGI60-01.12645,PM28,ice,-138.5351892,59.5602248,,
NW North America,Alaska,St Elias Mtns,USA,East Yakutat Glacier,RGI60-01.12645,PM28,ice,-138.5351892,59.5602248,,
NW North America,Alaska,St Elias Mtns,USA,East Yakutat Glacier,RGI60-01.12645,PM28,ice,-138.5351892,59.5602248,,
NW North America,Alaska,St Elias Mtns,USA,East Yakutat Glacier,RGI60-01.12645,PM28,ice,-138.5351892,59.5602248,,
NW North America,Alaska,St Elias Mtns,USA,East Yakutat Glacier,RGI60-01.12645,PM28,ice,-138.5351892,59.5602248,,
NW North America,Alaska,St Elias Mtns,USA,East Yakutat Glacier,RGI60-01.12645,PM28,ice,-138.5351892,59.5602248,,
NW North America,Alaska,St Elias Mtns,USA,East Yakutat Glacier,RGI60-01.12645,PM28,ice,-138.5351892,59.5602248,,
NW North America,Alaska,St Elias Mtns,USA,East Yakutat Glacier,RGI60-01.12645,PM28,ice,-138.5351892,59.5602248,,
NW North America,Alaska,St Elias Mtns,USA,East Yakutat Glacier,RGI60-01.12645,PM28,ice,-138.5351892,59.5602248,,
NW North America,Alaska,St Elias Mtns,USA,Battle Glacier,RGI60-01.13826,n651,ice,-138.3624409,59.63161404,,
NW North America,Alaska,St Elias Mtns,USA,Battle Glacier,RGI60-01.13826,n651,ice,-138.3624409,59.63161404,,
NW North America,Alaska,St Elias Mtns,USA,Battle Glacier,RGI60-01.13826,n651,ice,-138.3624409,59.63161404,,
NW North America,Alaska,St Elias Mtns,USA,Battle Glacier,RGI60-01.13826,n651,ice,-138.3624409,59.63161404,,
NW North America,Alaska,St Elias Mtns,USA,Battle Glacier,RGI60-01.13826,n651,ice,-138.3624409,59.63161404,,
NW North America,Alaska,St Elias Mtns,USA,Battle Glacier,RGI60-01.13826,n651,ice,-138.3624409,59.63161404,,
NW North America,Alaska,St Elias Mtns,USA,Battle Glacier,RGI60-01.13826,n651,ice,-138.3624409,59.63161404,,
NW North America,Alaska,St Elias Mtns,USA,Battle Glacier,RGI60-01.13826,n651,ice,-138.3624409,59.63161404,,
NW North America,Alaska,St Elias Mtns,USA,Battle Glacier,RGI60-01.13826,n651,ice,-138.3624409,59.63161404,,
NW North America,Alaska,St Elias Mtns,USA,Battle Glacier,RGI60-01.13826,n651,ice,-138.3624409,59.63161404,,
NW North America,Alaska,St Elias Mtns,USA,Battle Glacier,RGI60-01.13826,n651,ice,-138.3624409,59.63161404,,
NW North America,Alaska,St Elias Mtns,USA,Battle Glacier,RGI60-01.13826,n651,ice,-138.3624409,59.63161404,,
NW North America,Alaska,St Elias Mtns,USA,Battle Glacier,RGI60-01.13826,n651,ice,-138.3624409,59.63161404,,
NW North America,Alaska,St Elias Mtns,USA,Battle Glacier,RGI60-01.13826,n651,ice,-138.3624409,59.63161404,,
NW North America,Alaska,St Elias Mtns,USA,Battle Glacier,RGI60-01.13826,n651,ice,-138.3624409,59.63161404,,
NW North America,Alaska,St Elias Mtns,USA,Battle Glacier,RGI60-01.13826,n651,ice,-138.3624409,59.63161404,,
NW North America,Alaska,St Elias Mtns,USA,Battle Glacier,RGI60-01.13826,n651,ice,-138.3624409,59.63161404,,
NW North America,Alaska,St Elias Mtns,USA,Battle Glacier,RGI60-01.13826,n651,ice,-138.3624409,59.63161404,,
NW North America,Alaska,St Elias Mtns,USA,Novatak Glacier,RGI60-01.13790,PM26,ice,-138.4236052,59.53951285,,
NW North America,Alaska,St Elias Mtns,USA,Novatak Glacier,RGI60-01.13790,PM26,ice,-138.4236052,59.53951285,,
NW North America,Alaska,St Elias Mtns,USA,Novatak Glacier,RGI60-01.13790,PM26,ice,-138.4236052,59.53951285,,
NW North America,Alaska,St Elias Mtns,USA,Novatak Glacier,RGI60-01.13790,PM26,ice,-138.4236052,59.53951285,,
NW North America,Alaska,St Elias Mtns,USA,Novatak Glacier,RGI60-01.13790,PM26,ice,-138.4236052,59.53951285,,
NW North America,Alaska,St Elias Mtns,USA,Novatak Glacier,RGI60-01.13790,PM26,ice,-138.4236052,59.53951285,,
